"family","fpr","tpr","threshold"
"Christensenellaceae",0.520833333333333,0.916666666666667,0.00559434196170899
"Christensenellaceae",0.5,0.916666666666667,0.00533591123211698
"Christensenellaceae",0.479166666666667,0.916666666666667,0.00508074677303362
"Christensenellaceae",0.458333333333333,0.916666666666667,0.0049775542249115
"Christensenellaceae",0.4375,0.916666666666667,0.00491449919808817
"Christensenellaceae",0.416666666666667,0.916666666666667,0.00486969731021446
"Christensenellaceae",0.395833333333333,0.916666666666667,0.00484771871865414
"Christensenellaceae",0.375,0.916666666666667,0.0047926027537558
"Christensenellaceae",0.375,0.895833333333333,0.00472933507814209
"Christensenellaceae",0.354166666666667,0.895833333333333,0.00470470676426496
"Christensenellaceae",0.333333333333333,0.895833333333333,0.004690867076198
"Christensenellaceae",0.333333333333333,0.875,0.00467033024947306
"Christensenellaceae",0.333333333333333,0.854166666666667,0.00457477549861593
"Christensenellaceae",0.333333333333333,0.833333333333333,0.00448433673720102
"Christensenellaceae",0.3125,0.833333333333333,0.00446658773960992
"Christensenellaceae",0.3125,0.8125,0.00444014071235854
"Christensenellaceae",0.291666666666667,0.8125,0.00434889961535327
"Christensenellaceae",0.291666666666667,0.791666666666667,0.00422729954318463
"Christensenellaceae",0.291666666666667,0.770833333333333,0.00386577990048811
"Christensenellaceae",0.270833333333333,0.770833333333333,0.00352688875901867
"Christensenellaceae",0.270833333333333,0.75,0.00349497607009479
"Christensenellaceae",0.270833333333333,0.729166666666667,0.00347143679206007
"Christensenellaceae",0.270833333333333,0.708333333333333,0.00342819245933406
"Christensenellaceae",0.270833333333333,0.6875,0.00333114997808665
"Christensenellaceae",0.270833333333333,0.666666666666667,0.00325175482765267
"Christensenellaceae",0.270833333333333,0.645833333333333,0.00323808852610062
"Christensenellaceae",0.25,0.645833333333333,0.00307815862389789
"Christensenellaceae",0.25,0.625,0.00290526620776803
"Christensenellaceae",0.25,0.604166666666667,0.00287920289839264
"Christensenellaceae",0.229166666666667,0.604166666666667,0.00286944075440756
"Christensenellaceae",0.208333333333333,0.604166666666667,0.00282294303938657
"Christensenellaceae",0.1875,0.604166666666667,0.00258516381973327
"Christensenellaceae",0.1875,0.583333333333333,0.0023829674028185
"Christensenellaceae",0.1875,0.5625,0.00232008012526463
"Christensenellaceae",0.166666666666667,0.5625,0.00219958541087749
"Christensenellaceae",0.166666666666667,0.541666666666667,0.00212672119636582
"Christensenellaceae",0.145833333333333,0.541666666666667,0.00209224070678559
"Christensenellaceae",0.125,0.541666666666667,0.00201945293510947
"Christensenellaceae",0.125,0.520833333333333,0.00196029492274411
"Christensenellaceae",0.125,0.5,0.00188333154036588
"Christensenellaceae",0.125,0.479166666666667,0.00163456970632718
"Christensenellaceae",0.125,0.458333333333333,0.00144348805412894
"Christensenellaceae",0.104166666666667,0.458333333333333,0.00136662164024769
"Christensenellaceae",0.104166666666667,0.4375,0.00127356766700433
"Christensenellaceae",0.104166666666667,0.416666666666667,0.00123634773935953
"Christensenellaceae",0.104166666666667,0.395833333333333,0.00118259989507327
"Christensenellaceae",0.0833333333333334,0.395833333333333,0.00107664247379148
"Christensenellaceae",0.0625,0.395833333333333,0.000925672194634135
"Christensenellaceae",0.0625,0.375,0.00079511528516089
"Christensenellaceae",0.0416666666666666,0.375,0.00053394753859069
"Christensenellaceae",0.0416666666666666,0.354166666666667,0.000265758242850905
"Christensenellaceae",0.0416666666666666,0.333333333333333,0.000166789763630255
"Christensenellaceae",0.0416666666666666,0.3125,0.000117275176944435
"Christensenellaceae",0.0416666666666666,0.291666666666667,0.000103136496570923
"Christensenellaceae",0.0416666666666666,0.270833333333333,4.70260712539031e-05
"Christensenellaceae",0,0,-Inf
"Micrococcaceae",1,1,-Inf
"Micrococcaceae",0.979166666666667,1,0.0066241644449982
"Micrococcaceae",0.958333333333333,1,0.00941727060925063
"Micrococcaceae",0.9375,1,0.0115788805750269
"Micrococcaceae",0.916666666666667,1,0.0119447104988464
"Micrococcaceae",0.895833333333333,1,0.0129612583965628
"Micrococcaceae",0.875,1,0.0141341889205818
"Micrococcaceae",0.854166666666667,1,0.0154458397517031
"Micrococcaceae",0.833333333333333,1,0.0172223219360357
"Micrococcaceae",0.8125,1,0.0181979413648243
"Micrococcaceae",0.8125,0.979166666666667,0.0186964408049463
"Micrococcaceae",0.791666666666667,0.979166666666667,0.0201438506679662
"Micrococcaceae",0.770833333333333,0.979166666666667,0.0221835792543852
"Micrococcaceae",0.75,0.979166666666667,0.0232746101686457
"Micrococcaceae",0.729166666666667,0.979166666666667,0.0236336665708008
"Micrococcaceae",0.708333333333333,0.979166666666667,0.0238776364741664
"Micrococcaceae",0.6875,0.979166666666667,0.0246053043158835
"Micrococcaceae",0.666666666666667,0.979166666666667,0.0253097223415423
"Micrococcaceae",0.645833333333333,0.979166666666667,0.0260722624884
"Micrococcaceae",0.625,0.979166666666667,0.0270980053180289
"Micrococcaceae",0.604166666666667,0.979166666666667,0.027670591166698
"Micrococcaceae",0.583333333333333,0.979166666666667,0.0281783814234264
"Micrococcaceae",0.583333333333333,0.958333333333333,0.0284504916271449
"Micrococcaceae",0.5625,0.958333333333333,0.0284716430148884
"Micrococcaceae",0.541666666666667,0.958333333333333,0.0284962921302407
"Micrococcaceae",0.520833333333333,0.958333333333333,0.0294942865812651
"Micrococcaceae",0.5,0.958333333333333,0.030617041894602
"Micrococcaceae",0.5,0.9375,0.0310886839415626
"Micrococcaceae",0.5,0.916666666666667,0.0314157192214068
"Micrococcaceae",0.5,0.895833333333333,0.0317358184321287
"Micrococcaceae",0.5,0.875,0.0325108394225113
"Micrococcaceae",0.479166666666667,0.875,0.0337363780860139
"Micrococcaceae",0.458333333333333,0.875,0.0345105316780865
"Micrococcaceae",0.4375,0.875,0.0346305514315213
"Micrococcaceae",0.416666666666667,0.875,0.0364173342434702
"Micrococcaceae",0.395833333333333,0.875,0.0387605412156137
"Micrococcaceae",0.375,0.875,0.0406545957181371
"Micrococcaceae",0.375,0.854166666666667,0.0419328402081965
"Micrococcaceae",0.354166666666667,0.854166666666667,0.0422819756011049
"Micrococcaceae",0.354166666666667,0.833333333333333,0.0428197548920344
"Micrococcaceae",0.354166666666667,0.8125,0.0431087693908664
"Micrococcaceae",0.333333333333333,0.8125,0.0433547766771388
"Micrococcaceae",0.333333333333333,0.791666666666667,0.043992816313725
"Micrococcaceae",0.333333333333333,0.770833333333333,0.0445519608432275
"Micrococcaceae",0.333333333333333,0.75,0.0449077968401999
"Micrococcaceae",0.3125,0.75,0.0453058919134392
"Micrococcaceae",0.291666666666667,0.75,0.0456184778824303
"Micrococcaceae",0.291666666666667,0.729166666666667,0.0460270891262463
"Micrococcaceae",0.270833333333333,0.729166666666667,0.0463882828037147
"Micrococcaceae",0.25,0.729166666666667,0.0466706503431921
"Micrococcaceae",0.25,0.708333333333333,0.0468934525572524
"Micrococcaceae",0.25,0.6875,0.0469358478097878
"Micrococcaceae",0.25,0.666666666666667,0.047261954533394
"Micrococcaceae",0.25,0.645833333333333,0.0476027453090103
"Micrococcaceae",0.229166666666667,0.645833333333333,0.0484926032871238
"Micrococcaceae",0.229166666666667,0.625,0.0495328497144329
"Micrococcaceae",0.208333333333333,0.625,0.0497231930448373
"Micrococcaceae",0.1875,0.625,0.0501974459559312
"Micrococcaceae",0.1875,0.604166666666667,0.0511363921206731
"Micrococcaceae",0.1875,0.583333333333333,0.0517486204545042
"Micrococcaceae",0.1875,0.5625,0.0519776180773678
"Micrococcaceae",0.1875,0.541666666666667,0.0521993455932491
"Micrococcaceae",0.166666666666667,0.541666666666667,0.0525298490029669
"Micrococcaceae",0.145833333333333,0.541666666666667,0.0528980886736346
"Micrococcaceae",0.145833333333333,0.520833333333333,0.0531722248056994
"Micrococcaceae",0.145833333333333,0.5,0.0533247720176103
"Micrococcaceae",0.145833333333333,0.479166666666667,0.0535544657682357
"Micrococcaceae",0.125,0.479166666666667,0.0543646877154228
"Micrococcaceae",0.125,0.458333333333333,0.0558528078251605
"Micrococcaceae",0.125,0.4375,0.0567961004106924
"Micrococcaceae",0.125,0.416666666666667,0.0573721246625888
"Micrococcaceae",0.125,0.395833333333333,0.0582749867191228
"Micrococcaceae",0.125,0.375,0.0586778654741657
"Micrococcaceae",0.125,0.354166666666667,0.0587113755018156
"Micrococcaceae",0.125,0.333333333333333,0.0596443958836817
"Micrococcaceae",0.125,0.3125,0.0606263265029346
"Micrococcaceae",0.104166666666667,0.3125,0.0608509350955797
"Micrococcaceae",0.104166666666667,0.291666666666667,0.0610557253973427
"Micrococcaceae",0.104166666666667,0.270833333333333,0.0611289164338627
"Micrococcaceae",0.104166666666667,0.25,0.0612084015739325
"Micrococcaceae",0.0833333333333334,0.25,0.0615388133604662
"Micrococcaceae",0.0833333333333334,0.229166666666667,0.0621075209241024
"Micrococcaceae",0.0833333333333334,0.208333333333333,0.0635486422757781
"Micrococcaceae",0.0625,0.208333333333333,0.0652761106366942
"Micrococcaceae",0.0625,0.1875,0.0663113161728995
"Micrococcaceae",0.0625,0.166666666666667,0.0680215113186262
"Micrococcaceae",0.0625,0.145833333333333,0.0706675835371812
"Micrococcaceae",0.0416666666666666,0.145833333333333,0.0797137807712625
"Micrococcaceae",0.0416666666666666,0.125,0.0887873781058626
"Micrococcaceae",0.0416666666666666,0.104166666666667,0.0921147473874477
"Micrococcaceae",0.0208333333333334,0.104166666666667,0.0988484974743258
"Micrococcaceae",0.0208333333333334,0.0833333333333333,0.104546086181761
"Micrococcaceae",0.0208333333333334,0.0625,0.105762268542462
"Micrococcaceae",0.0208333333333334,0.0416666666666667,0.109470856335253
"Micrococcaceae",0.0208333333333334,0.0208333333333333,0.124334690204202
"Micrococcaceae",0.0208333333333334,0,0.136574420489404
"Micrococcaceae",0,0,Inf
"Lachnospiraceae",1,1,Inf
"Lachnospiraceae",0.979166666666667,1,0.195351283199797
"Lachnospiraceae",0.958333333333333,1,0.16591768552867
"Lachnospiraceae",0.9375,1,0.145754172176122
"Lachnospiraceae",0.916666666666667,1,0.119182214023484
"Lachnospiraceae",0.895833333333333,1,0.0974621260222744
"Lachnospiraceae",0.875,1,0.0839438156066123
"Lachnospiraceae",0.854166666666667,1,0.0721688592247428
"Lachnospiraceae",0.833333333333333,1,0.0679265643122525
"Lachnospiraceae",0.8125,1,0.0648952299675659
"Lachnospiraceae",0.791666666666667,1,0.0637932554649163
"Lachnospiraceae",0.770833333333333,1,0.0594196098732339
"Lachnospiraceae",0.75,1,0.0527739842851161
"Lachnospiraceae",0.729166666666667,1,0.0485829674659462
"Lachnospiraceae",0.708333333333333,1,0.0455066178112067
"Lachnospiraceae",0.708333333333333,0.979166666666667,0.042084436730362
"Lachnospiraceae",0.708333333333333,0.958333333333333,0.039789664683802
"Lachnospiraceae",0.6875,0.958333333333333,0.0376519388197895
"Lachnospiraceae",0.666666666666667,0.958333333333333,0.035980064045289
"Lachnospiraceae",0.645833333333333,0.958333333333333,0.0355532256173734
"Lachnospiraceae",0.625,0.958333333333333,0.0352130992713451
"Lachnospiraceae",0.604166666666667,0.958333333333333,0.0348740177933632
"Lachnospiraceae",0.583333333333333,0.958333333333333,0.033658158625524
"Lachnospiraceae",0.5625,0.958333333333333,0.0325438395875195
"Lachnospiraceae",0.5625,0.9375,0.0318637343177905
"Lachnospiraceae",0.5625,0.916666666666667,0.0309365270938292
"Lachnospiraceae",0.541666666666667,0.916666666666667,0.0304779028613259
"Lachnospiraceae",0.541666666666667,0.895833333333333,0.0295563385293019
"Lachnospiraceae",0.520833333333333,0.895833333333333,0.028775987945041
"Lachnospiraceae",0.520833333333333,0.875,0.0283160404432867
"Lachnospiraceae",0.5,0.875,0.0278646926890562
"Lachnospiraceae",0.5,0.854166666666667,0.0276485731363957
"Lachnospiraceae",0.5,0.833333333333333,0.0273692349722279
"Lachnospiraceae",0.479166666666667,0.833333333333333,0.0261453584365926
"Lachnospiraceae",0.458333333333333,0.833333333333333,0.0249508769602734
"Lachnospiraceae",0.458333333333333,0.8125,0.0243507774587822
"Lachnospiraceae",0.458333333333333,0.791666666666667,0.0234082037081062
"Lachnospiraceae",0.458333333333333,0.770833333333333,0.0228570797695094
"Lachnospiraceae",0.4375,0.770833333333333,0.0217522905959326
"Lachnospiraceae",0.4375,0.75,0.0203176230552422
"Lachnospiraceae",0.4375,0.729166666666667,0.0197495923833853
"Lachnospiraceae",0.416666666666667,0.729166666666667,0.0195767506053472
"Lachnospiraceae",0.416666666666667,0.708333333333333,0.0194062868268689
"Lachnospiraceae",0.416666666666667,0.6875,0.0192409307157445
"Lachnospiraceae",0.416666666666667,0.666666666666667,0.0180480988810803
"Lachnospiraceae",0.395833333333333,0.666666666666667,0.0168483361780681
"Lachnospiraceae",0.375,0.666666666666667,0.016604881246132
"Lachnospiraceae",0.354166666666667,0.666666666666667,0.0163735667869485
"Lachnospiraceae",0.354166666666667,0.645833333333333,0.0155480984647667
"Lachnospiraceae",0.333333333333333,0.645833333333333,0.0147696434777876
"Lachnospiraceae",0.333333333333333,0.625,0.0147137523582274
"Lachnospiraceae",0.333333333333333,0.604166666666667,0.0145808700026836
"Lachnospiraceae",0.3125,0.604166666666667,0.0143931650517015
"Lachnospiraceae",0.291666666666667,0.604166666666667,0.0142231730853335
"Lachnospiraceae",0.291666666666667,0.583333333333333,0.0139160013047411
"Lachnospiraceae",0.291666666666667,0.5625,0.0136315632476725
"Lachnospiraceae",0.270833333333333,0.5625,0.0135535263940266
"Lachnospiraceae",0.25,0.5625,0.0133118329819183
"Lachnospiraceae",0.229166666666667,0.5625,0.0123120486655381
"Lachnospiraceae",0.208333333333333,0.5625,0.0112739468448836
"Lachnospiraceae",0.208333333333333,0.541666666666667,0.010781775039848
"Lachnospiraceae",0.1875,0.541666666666667,0.0104015990738313
"Lachnospiraceae",0.1875,0.520833333333333,0.0102217994042744
"Lachnospiraceae",0.1875,0.5,0.0101559423331293
"Lachnospiraceae",0.1875,0.479166666666667,0.010003925446662
"Lachnospiraceae",0.1875,0.458333333333333,0.00972243725475719
"Lachnospiraceae",0.1875,0.4375,0.00955823886202074
"Lachnospiraceae",0.1875,0.416666666666667,0.00944077461357487
"Lachnospiraceae",0.1875,0.395833333333333,0.00917384629201319
"Lachnospiraceae",0.1875,0.375,0.00880479983820564
"Lachnospiraceae",0.166666666666667,0.375,0.00856384570858586
"Lachnospiraceae",0.145833333333333,0.375,0.00804923100605525
"Lachnospiraceae",0.125,0.375,0.00754204041390754
"Lachnospiraceae",0.104166666666667,0.375,0.00747634818991702
"Lachnospiraceae",0.0833333333333334,0.375,0.00712148827858021
"Lachnospiraceae",0.0833333333333334,0.354166666666667,0.00669309357191366
"Lachnospiraceae",0.0833333333333334,0.333333333333333,0.00619176212529434
"Lachnospiraceae",0.0625,0.333333333333333,0.00553394373205592
"Lachnospiraceae",0.0416666666666666,0.333333333333333,0.00458227455821482
"Lachnospiraceae",0.0208333333333334,0.333333333333333,0.00372317208008414
"Lachnospiraceae",0.0208333333333334,0.3125,0.00314660989045009
"Lachnospiraceae",0.0208333333333334,0.291666666666667,0.00272213569786902
"Lachnospiraceae",0,0.291666666666667,0.00246249753194579
"Lachnospiraceae",0,0.270833333333333,0.00175706218842322
"Lachnospiraceae",0,0.25,0.00118688417670417
"Lachnospiraceae",0,0.229166666666667,0.000822270691704505
"Lachnospiraceae",0,0.208333333333333,0.00045406642810514
"Lachnospiraceae",0,0.1875,0.00028585557450008
"Lachnospiraceae",0,0.166666666666667,0.00019747250223154
"Lachnospiraceae",0,0.145833333333333,0.00017277672625406
"Lachnospiraceae",0,0.125,0.000124245566311561
"Lachnospiraceae",0,0.104166666666667,8.3654772144764e-05
"Lachnospiraceae",0,0.0833333333333333,4.14436603040781e-05
"Lachnospiraceae",0,0,-Inf
"UCG-010",1,1,Inf
"UCG-010",0.979166666666667,1,0.0305410871701923
"UCG-010",0.958333333333333,1,0.0201302477268661
"UCG-010",0.9375,1,0.010736952997778
"UCG-010",0.916666666666667,1,0.00967171274724085
"UCG-010",0.895833333333333,1,0.00932369793343205
"UCG-010",0.875,1,0.00805375562687984
"UCG-010",0.854166666666667,1,0.00683970446860287
"UCG-010",0.833333333333333,1,0.00627482205058105
"UCG-010",0.8125,1,0.00577588752147649
"UCG-010",0.791666666666667,1,0.00506886600351206
"UCG-010",0.770833333333333,1,0.00407089269914641
"UCG-010",0.75,1,0.00373023887273824
"UCG-010",0.729166666666667,1,0.00338106065030298
"UCG-010",0.708333333333333,1,0.00298349975279949
"UCG-010",0.6875,1,0.00276173747715491
"UCG-010",0.666666666666667,1,0.0023977078500953
"UCG-010",0.645833333333333,1,0.00208027170800743
"UCG-010",0.625,1,0.00189409821766823
"UCG-010",0.604166666666667,1,0.00176965267044479
"UCG-010",0.583333333333333,1,0.00157228090766823
"UCG-010",0.583333333333333,0.979166666666667,0.00139936708378797
"UCG-010",0.583333333333333,0.958333333333333,0.00125248223393744
"UCG-010",0.583333333333333,0.9375,0.00108461497259098
"UCG-010",0.583333333333333,0.916666666666667,0.00104648526991346
"UCG-010",0.583333333333333,0.895833333333333,0.00102768537585582
"UCG-010",0.583333333333333,0.875,0.00093930014576873
"UCG-010",0.583333333333333,0.854166666666667,0.000809982757234515
"UCG-010",0.5625,0.854166666666667,0.000740428864037545
"UCG-010",0.541666666666667,0.854166666666667,0.000696055740579115
"UCG-010",0.541666666666667,0.833333333333333,0.00064989356482998
"UCG-010",0.520833333333333,0.833333333333333,0.000573366116478275
"UCG-010",0.520833333333333,0.8125,0.000513708926173665
"UCG-010",0.520833333333333,0.791666666666667,0.00050823289669779
"UCG-010",0.520833333333333,0.770833333333333,0.000447813742087415
"UCG-010",0.520833333333333,0.75,0.00038765200146433
"UCG-010",0.520833333333333,0.729166666666667,0.000381413861639455
"UCG-010",0.5,0.729166666666667,0.000355288252023855
"UCG-010",0.479166666666667,0.729166666666667,0.00032901558303496
"UCG-010",0.479166666666667,0.708333333333333,0.000304070172294215
"UCG-010",0.458333333333333,0.708333333333333,0.000257181497996965
"UCG-010",0.458333333333333,0.6875,0.0002239349667259
"UCG-010",0.458333333333333,0.666666666666667,0.000203286096632075
"UCG-010",0.458333333333333,0.645833333333333,0.000188745685391235
"UCG-010",0.4375,0.645833333333333,0.000182709861825345
"UCG-010",0.416666666666667,0.645833333333333,0.00016982241194295
"UCG-010",0.416666666666667,0.625,0.000132319055054795
"UCG-010",0.416666666666667,0.604166666666667,9.54860687238568e-05
"UCG-010",0.395833333333333,0.604166666666667,7.8589125835128e-05
"UCG-010",0.375,0.604166666666667,6.27606070919959e-05
"UCG-010",0.354166666666667,0.604166666666667,5.01638970947873e-05
"UCG-010",0.354166666666667,0.583333333333333,2.19519690916275e-05
"UCG-010",0,0,-Inf
